"Name","Density","H","He","Li","Be","B","C","N","O","F","Ne","Na","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Kr","Rb","Sr","Y","Zr","Nb","Mo","Tc","Ru","Rh","Pd","Ag","Cd","In","Sn","Sb","Te","I","Xe","Cs","Ba","La","Ce","Pr","Nd","Pm","Sm","Eu","Gd","Tb","Dy","Ho","Er","Tm","Yb","Lu","Hf","Ta","W","Re","Os","Ir","Pt","Au","Hg","Tl","Pb","Bi","Po","At","Rn","Fr","Ra","Ac","Th","Pa","U","Np","Pu"
"SE1610x",,,,,,,,,,,,,,0.090000004,0.140000001,,,,,,,,0.529999971,,,,,,,,,,,,,,,,,,,0.170000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090000004,,,,,,,,,,,,,,,,,,,,
"SI Labradorite",3.5,,,,,,,,0.468899995,,,0.0288,,0.160799995,0.241400003,,,,,0.0009,0.099699996,,,,,,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Albite",,,,,,,,,0.4903,,,0.086599998,,0.104599997,0.321399987,,,,,0.0014,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Almandine",,,,,,,,,0.421099991,,,,0.0612,0.120200001,0.182999998,,,,,,0.0286,,0.0004,,,0.0043,0.185599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Arsenopyrite",,,,,,,,,,,,,,,,,0.1928,,,,,,,,,,0.341600001,0.0002,,,,,,0.460999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Barite",,,,,,,,,0.278899997,,,,,,,,0.141000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.581700027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Benitoite",,,,,,,,,0.354799986,,,0.0007,,,0.211899996,,,,,,,,0.114500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.312900007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Biotite",,0.0043,,,,,,,0.435699999,,,0.0008,0.118600003,0.0845,0.179100007,,,,,0.083499998,,,0.0094,,,0.0007,0.078000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Bustamite",,,,,,,,,0.386400014,,,,0.0014,,0.226400003,,,,,,0.136099994,,,,,0.187000006,0.063199997,,,,0.0022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Calcite",,,,,,,0.1197,,0.479699999,,,,,,,,,,,,0.402399987,,,,,,,,,,,,,,,,,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Calcopyrite",,,,,,,,,,,,,,,,,0.351399988,,,,,,,,,,0.304800004,,,0.341899991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Celestite",,,,,,,,,0.347299993,,,,,,0.0004,,0.173800007,,,,0.0005,,,,,,,,,,,,,,,,,,0.4736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Chlorite",,0.0154,,,,,,,0.511799991,,,,0.202299997,0.078699999,0.150299996,,,,,,,,,,0.0154,,0.0265,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Chrocoite",,,,,,,,,0.198699996,,,,,,0.0004,,,,,,,,,,0.1611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.641900003,,,,,,,,,,,,
"SPI Chromite",,,,,,,,,0.315800011,,,,,,,,,,,,,,,,0.684199989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Cinnabar",,,,,,,,,,,,,,,,,0.135000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.852900028,,,,,,,,,,,,,,
"SPI Cryolite",,,,,,,,,,0.542999983,,0.328500003,,0.1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Diopside",,,,,,,,,0.441799998,,,0.003,0.107100002,0.0033,0.258700013,,,,,,0.177200004,,,,,,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Dolomite",,,,,,,0.130099997,,0.519699991,,,,0.130600005,,,,,,,,0.217199996,,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Fluoroapatite",,0.00006,,,,,,,0.379700005,0.029899999,,,,,0.0002,0.178299993,0.0016,,,,0.390799999,,,,,,,,,,,,,,,,,,0.0024,0.0005,,,,,,,,,,,,,,,,,,0.0012,0.0025,0.0004,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Galena",,,,,,,,,,,,,,,,,0.135100007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.863399982,,,,,,,,,,,,
"SPI Jadeite",,,,,,,,,0.471300006,,,0.106899999,0.0043,0.120200001,0.27759999,,,,,,0.0123,,,,,,0.0072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Kaersutite",,0.0023,,,,,,,0.431600004,0.0014,,0.0195,0.076399997,0.063000001,0.194000006,,,,,0.0084,0.081500001,,0.030099999,,,0.0013,0.087700002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Kyanite",,,,,,,,,0.493699998,,,,,0.333000004,0.173299998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Plagioclase",,,,,,,,,0.467900008,,,0.032400001,,0.155399993,0.248300001,,,,,0.002,0.085299999,,,,,,0.0027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Pollucite",,,,0.0005,,,,,0.359400004,,,0.015,,0.090599999,0.222000003,,,,,0.0005,,,,,,,,,,,,,,,,,,0.0017,,,,,,,,,,,,,,,,,,0.323000014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Pyrite",,,,,,,,,,,,,,,,,0.534099996,,,,,,,,,,0.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Pyrope",,,,,,,,,0.443800002,,,,0.122699998,0.114200003,0.193700001,,,,,,0.031099999,,0.003,,0.0141,0.0024,0.068099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Rhodonite",,,,,,,,,0.375200003,,,,0.0117,,0.218700007,,,,,,0.033100002,,,,,0.327600002,0.0337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Scheelite",,,,,,,,,0.222499996,,,,,,,,,,,,0.139400005,,,,,,,,,,,,,,,,,,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.636900008,,,,,,,,,,,,,,,,,,,,
"SPI Spessartine",,,,,,,,,0.387699991,,,,,0.107199997,0.169599995,,,,,,0.0073,,0.0008,,,0.317699999,0.0093,,,,,,,,,,,,,,,,,,,,,,,,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Sphene",,,,,,,,,0.406300008,,,,,0.0072,0.144099995,,,,,,0.206,,0.226600006,,,0.0004,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Spodumene",,,,0.037099998,,,,,0.513599992,,,0.0009,,0.144400001,0.300199986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Tugtupite",,,,,0.0188,,,,0.406699985,,,0.190099999,,0.057599999,0.239500001,,,0.0757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Willemite",,,,,,,,,0.294200003,,,,,,0.132300004,,,,,,,,,,,0.046100002,0.0002,,,,0.531199992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SPI Zircon",,,,,,,,,0.347799987,,,,,,0.152600005,0.0004,,,,,,,,,,,,,,,,,,,,,,,,0.0005,0.48969999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009,,,,,,,,,,,,,,,,,,,,,,
"SRM-168",,,,,,,0.0037,,,,,,,,0.008,0.00008,0.00005,,,,,,0.0006,0.0003,0.203299999,0.015,0.034299999,0.412,0.202500001,0.00035,,,,,,,,,,,,0.0295,0.039500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0095,0.039500002,,,,,,,,,,,,,,,,,,,,
"SRM-2062",,,,,,,,,,,,,,0.30309999,,,,,,,,,0.539200008,,,,,,,,,,,,,,,,,,,0.107799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0438,,,,,,,,,,,,,,,,,,,,
"SRM-2063a",3.1,,,,,,,,0.432000011,,,,0.079700001,,0.253399998,,,,0.004,,0.118199997,,,,,,0.110600002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SRM-360",,,,,,,,,,,,,,,,,,,,,,,,,0.00114,,0.00156,,0.00052,,,,,,,,,,,,0.98247999,,,,,,,,,,0.0143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SRM-479",,,,,,,,,,,,,,,,,,,,,,,,,0.182999998,,0.709999979,,0.107000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SRM-479A",,,,,,,,,,,,,,,,,,,,,,,,,0.180999994,,0.709999979,,0.108999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SRM-482-20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.198500007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800999999,,,,,,,,,,,,,,,
"SRM-482-40",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.396200001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.603600025,,,,,,,,,,,,,,,
"SRM-482-60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.599699974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.400999993,,,,,,,,,,,,,,,
"SRM-482-80",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.798600018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.201199993,,,,,,,,,,,,,,,
"SRM483",,,,,,,,,,,,,,,0.032200001,,,,,,,,,,,,0.967800021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SRM93a",,,,,,0.039000001,,,0.537999988,,,0.0295,0.00003,0.0121,0.377999991,,,0.0006,,0.00012,0.0001,,0.00008,,,,0.0002,,,,,,,,,,,,,,0.00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SS304",8,,,,,,,,,,,,,,,,,,,,,,,,0.189999998,,0.720000029,,0.090000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SS309",,,,,,,,,,,,,,,,,,,,,,,,,0.25,,0.550000012,,0.200000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SS310",,,,,,,,,,,,,,,0.015,,,,,,,,,,0.25,0.02,0.50999999,,0.204999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samarium Fluoride",,,,,,,,,,0.274863273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.725136697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Samarium Oxide",,,,,,,,,0.137641802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.862358212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sanbornite",3.74,,,,,,,,0.292498946,,,,,,0.205382183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.502118886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silicon Nitride",,,,,,,,0.399383247,,,,,,,0.600616753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silver Bromide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425536901,,,,,,,,,,,,0.574463129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silver Chloride",,,,,,,,,,,,,,,,,,0.247367457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.752632558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silver Sulphide",,,,,,,,,,,,,,,,,0.129397973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.870602012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Silver Telluride",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.360439897,,,,,0.639560103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skutterudite",,,,,,,,,,,,,,,,,,,,,,,,,,,,0.207731605,,,,,,0.792268395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sn:Ni film",8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.349999994,,,,,,,,,,,,,,,,,,,,,,0.649999976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sphalerite",,,,,,,,,,,,,,,,,0.328959525,,,,,,,,,,,,,,0.671040475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spinel",,,,,,,,,0.449845672,,,,0.170842335,0.379311979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Spodumene",,,,0.037299167,,,,,0.51586026,,,,,0.144991919,0.30184868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tantalum Silicide",,,,,,,,,,,,,,,,,0.261671901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.738328099,,,,,,,,,,,,,,,,,,,,,
"Tellurite",,,,,,,,,0.200495243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.799504757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terbium Fluoride",,,,,,,,,,0.263960093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.736039877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Terbium Silicate",,,,,,,,,,,,,,,0.261143863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.738856137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Thallium Bromode-Iodine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.107699998,,,,,,,,,,,,,,,,,,0.236300007,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.656000018,,,,,,,,,,,,,
"Thallium Iodide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.383063287,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.616936743,,,,,,,,,,,,,
"Thulium Silicide",,,,,,,,,,,,,,,0.249532446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.750467539,,,,,,,,,,,,,,,,,,,,,,,,,
"Titanium Carbide",,,,,,,0.200587198,,,,,,,,,,,,,,,,0.799412787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Titanium Nitride",,,,,,,,0.226375669,,,,,,,,,,,,,,,0.773624361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Titanium Oxide",,,,,,,,,0.250513583,,,,,,,,,,,,,,0.749486446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Titanium Sulfide",,,,,,,,,,,,,,,,,0.572604597,,,,,,0.427395374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TugTupite",,,,,0.019267479,,,,0.410468549,,,0.196602732,,0.057684831,0.240180135,,,0.075796284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tungsten Silicide",,,,,,,,,,,,,,,0.234035105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765964866,,,,,,,,,,,,,,,,,,,,
"Uranium Oxide",,,,,,,,,0.118501909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.881498098,,
"Vanadium Carbide",,,,,,,0.190790787,,,,,,,,,,,,,,,,,0.809209228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Vanadium Oxide",,,,,,,,,0.439833969,,,,,,,,,,,,,,,0.560166061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"W-2.2Re",10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.980000019,0.02,,,,,,,,,,,,,,,,,,,
"W-2Re-1Os",15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.970000029,0.02,0.01,,,,,,,,,,,,,,,,,,
"WC",8.9,,,,,,0.061325796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.938674212,,,,,,,,,,,,,,,,,,,,
"Willemite",,,,,,,,,0.292800009,,,,0.0008,0.0002,0.131300002,,,,,,0.0001,,0.0001,,,0.0374,0.0002,,,,0.537400007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Wollastonite",,,,,,,,,0.4132016,,,,,,0.241779342,,,,,,0.345019042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Xenotime",,,,,,,,,0.348046929,,,,,,,0.168448851,,,,,,,,,,,,,,,,,,,,,,,,0.483504236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ytterbium Fluoride",,,,,,,,,,0.24776338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.752236605,,,,,,,,,,,,,,,,,,,,,,,,
"Yttrium Al Garnet",,,,,,,,,0.323429555,,,,,0.227264434,,,,,,,,,,,,,,,,,,,,,,,,,,0.449306011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zinc Arsenide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.466106474,,,0.533893526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zinc Selenide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.453068167,,,,0.546931803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zinc Telluride",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33889094,,,,,,,,,,,,,,,,,,,,,,0.66110909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zircon",4.6,,,,,,,,0.349127769,,,,,,0.153215557,,,,,,,,,,,,,,,,,,,,,,,,,,0.497656673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zirconium Carbide",,,,,,,0.116343632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.883656383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Zirconium Nitride",,,,,,,,0.133104697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.866895318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
