"ZZ","II","NN","OO","PP"
25, 4, 5, 6, 4.9e-7
25, 4, 5, 7, 1.11e-6
25, 4, 7, 8, 1.9e-7
25, 4, 7, 9, 1.72e-6
25, 4, 6, 8, 5.0e-7
25, 4, 7, 10, 6.0e-8
25, 4, 6, 10, 4.0e-8
25, 4, 4, 5, 0.00335628
25, 4, 4, 6, 3.42e-6
25, 4, 4, 7, 3.34e-6
25, 4, 4, 8, 7.066e-5
25, 4, 4, 9, 0.00079801
25, 4, 4, 10, 6.557e-5
25, 5, 5, 6, 3.31e-6
25, 5, 5, 7, 7.6e-6
25, 5, 7, 8, 1.0e-7
25, 5, 7, 9, 9.5e-7
25, 5, 6, 8, 5.6e-7
25, 5, 7, 10, 3.0e-8
25, 5, 6, 10, 5.0e-8
25, 6, 6, 8, 1.89e-6
25, 6, 6, 10, 1.7e-7
25, 7, 7, 8, 1.7e-7
25, 7, 7, 9, 1.53e-6
25, 7, 7, 10, 5.0e-8
26, 1, 3, 4, 0.0
26, 1, 5, 6, 1.29e-6
26, 1, 5, 7, 3.0e-6
26, 1, 7, 8, 5.1e-7
26, 1, 7, 9, 4.66e-6
26, 1, 6, 8, 2.91e-6
26, 1, 7, 10, 1.7e-7
26, 1, 6, 10, 2.8e-7
26, 1, 2, 3, 7.5e-6
26, 1, 2, 4, 2.934e-5
26, 1, 4, 5, 0.00360696
26, 1, 3, 5, 0.00193059
26, 1, 4, 6, 4.38e-6
26, 1, 4, 7, 4.27e-6
26, 1, 3, 7, 4.39e-6
26, 1, 4, 8, 0.00011032
26, 1, 4, 9, 0.00123305
26, 1, 4, 10, 7.383e-5
26, 1, 3, 8, 0.00067035
26, 1, 3, 10, 3.956e-5
26, 1, 2, 6, 0.00013928
26, 1, 2, 7, 0.00020678
26, 1, 2, 8, 4.2e-7
26, 1, 2, 9, 5.7e-7
26, 1, 1, 3, 0.10139102
26, 1, 1, 4, 0.19862104
26, 1, 1, 6, 0.0122111
26, 1, 1, 7, 0.0240042
26, 1, 1, 8, 6.01e-6
26, 1, 1, 9, 8.77e-6
26, 2, 3, 4, 0.0
26, 2, 5, 6, 1.69e-6
26, 2, 5, 7, 3.94e-6
26, 2, 7, 8, 4.1e-7
26, 2, 7, 9, 3.76e-6
26, 2, 6, 8, 2.23e-6
26, 2, 7, 10, 1.4e-7
26, 2, 6, 10, 2.1e-7
26, 2, 2, 3, 2.872e-5
26, 2, 2, 4, 0.00011241
26, 2, 4, 5, 0.0022151
26, 2, 3, 5, 0.00096266
26, 2, 4, 6, 2.69e-6
26, 2, 4, 7, 2.62e-6
26, 2, 3, 7, 2.19e-6
26, 2, 4, 8, 6.775e-5
26, 2, 4, 9, 0.00075724
26, 2, 4, 10, 4.534e-5
26, 2, 3, 8, 0.00033426
26, 2, 3, 10, 1.973e-5
26, 2, 2, 6, 0.00053355
26, 2, 2, 7, 0.0007921
26, 2, 2, 8, 1.62e-6
26, 2, 2, 9, 2.2e-6
26, 3, 3, 4, 0.0
26, 3, 5, 6, 6.0e-7
26, 3, 5, 7, 1.41e-6
26, 3, 7, 8, 1.8e-7
26, 3, 7, 9, 1.62e-6
26, 3, 6, 8, 3.24e-6
26, 3, 7, 10, 6.0e-8
26, 3, 6, 10, 3.1e-7
26, 3, 4, 5, 0.0
26, 3, 3, 5, 0.00403768
26, 3, 4, 6, 0.0
26, 3, 4, 7, 0.0
26, 3, 3, 7, 9.18e-6
26, 3, 4, 8, 0.0
26, 3, 4, 9, 0.0
26, 3, 4, 10, 0.0
26, 3, 3, 8, 0.00140199
26, 3, 3, 10, 8.274e-5
26, 4, 5, 6, 5.7e-7
26, 4, 5, 7, 1.33e-6
26, 4, 7, 8, 3.6e-7
26, 4, 7, 9, 3.28e-6
26, 4, 6, 8, 9.4e-7
26, 4, 7, 10, 1.2e-7
26, 4, 6, 10, 9.0e-8
26, 4, 4, 5, 0.00375953
26, 4, 4, 6, 4.57e-6
26, 4, 4, 7, 4.45e-6
26, 4, 4, 8, 0.00011499
26, 4, 4, 9, 0.00128521
26, 4, 4, 10, 7.696e-5
26, 5, 5, 6, 4.33e-6
26, 5, 5, 7, 1.009e-5
26, 5, 7, 8, 2.1e-7
26, 5, 7, 9, 1.95e-6
26, 5, 6, 8, 1.13e-6
26, 5, 7, 10, 7.0e-8
26, 5, 6, 10, 1.1e-7
26, 6, 6, 8, 3.89e-6
26, 6, 6, 10, 3.7e-7
26, 7, 7, 8, 3.5e-7
26, 7, 7, 9, 3.18e-6
26, 7, 7, 10, 1.2e-7
27, 1, 3, 4, 0.0
27, 1, 5, 6, 1.45e-6
27, 1, 5, 7, 3.43e-6
27, 1, 7, 8, 8.5e-7
27, 1, 7, 9, 7.77e-6
27, 1, 6, 8, 4.76e-6
27, 1, 7, 10, 3.3e-7
27, 1, 6, 10, 5.1e-7
27, 1, 2, 3, 6.1e-6
27, 1, 2, 4, 2.516e-5
27, 1, 4, 5, 0.00381655
27, 1, 3, 5, 0.00205745
27, 1, 4, 6, 5.41e-6
27, 1, 4, 7, 5.27e-6
27, 1, 3, 7, 5.47e-6
27, 1, 4, 8, 0.00016763
27, 1, 4, 9, 0.00184122
27, 1, 4, 10, 8.207e-5
27, 1, 3, 8, 0.00101776
27, 1, 3, 10, 4.522e-5
27, 1, 2, 6, 0.00014505
27, 1, 2, 7, 0.00021646
27, 1, 2, 8, 4.9e-7
27, 1, 2, 9, 6.5e-7
27, 1, 1, 3, 0.11121999
27, 1, 1, 4, 0.21746999
27, 1, 1, 6, 0.013502
27, 1, 1, 7, 0.026513
27, 1, 1, 8, 8.91e-6
27, 1, 1, 9, 1.297e-5
27, 2, 3, 4, 0.0
27, 2, 5, 6, 2.0e-6
27, 2, 5, 7, 4.73e-6
27, 2, 7, 8, 7.1e-7
27, 2, 7, 9, 6.44e-6
27, 2, 6, 8, 3.76e-6
27, 2, 7, 10, 2.7e-7
27, 2, 6, 10, 4.0e-7
27, 2, 2, 3, 2.451e-5
27, 2, 2, 4, 0.00010109
27, 2, 4, 5, 0.00237191
27, 2, 3, 5, 0.00104523
27, 2, 4, 6, 3.36e-6
27, 2, 4, 7, 3.27e-6
27, 2, 3, 7, 2.78e-6
27, 2, 4, 8, 0.00010418
27, 2, 4, 9, 0.00114429
27, 2, 4, 10, 5.101e-5
27, 2, 3, 8, 0.00051705
27, 2, 3, 10, 2.297e-5
27, 2, 2, 6, 0.00058279
27, 2, 2, 7, 0.00086975
27, 2, 2, 8, 1.96e-6
27, 2, 2, 9, 2.6e-6
27, 3, 3, 4, 0.0
27, 3, 5, 6, 6.6e-7
27, 3, 5, 7, 1.57e-6
27, 3, 7, 8, 2.9e-7
27, 3, 7, 9, 2.66e-6
27, 3, 6, 8, 5.3e-6
27, 3, 7, 10, 1.1e-7
27, 3, 6, 10, 5.6e-7
27, 3, 4, 5, 0.0
27, 3, 3, 5, 0.0043821
27, 3, 4, 6, 0.0
27, 3, 4, 7, 0.0
27, 3, 3, 7, 1.165e-5
27, 3, 4, 8, 0.0
27, 3, 4, 9, 0.0
27, 3, 4, 10, 0.0
27, 3, 3, 8, 0.0021677
27, 3, 3, 10, 9.631e-5
27, 4, 5, 6, 6.5e-7
27, 4, 5, 7, 1.53e-6
27, 4, 7, 8, 6.1e-7
27, 4, 7, 9, 5.58e-6
27, 4, 6, 8, 1.57e-6
27, 4, 7, 10, 2.4e-7
27, 4, 6, 10, 1.7e-7
27, 4, 4, 5, 0.0040698
27, 4, 4, 6, 5.77e-6
27, 4, 4, 7, 5.62e-6
27, 4, 4, 8, 0.00017875
27, 4, 4, 9, 0.0019634
27, 4, 4, 10, 8.752e-5
27, 5, 5, 6, 5.47e-6
27, 5, 5, 7, 1.298e-5
27, 5, 7, 8, 3.9e-7
27, 5, 7, 9, 3.58e-6
27, 5, 6, 8, 2.03e-6
27, 5, 7, 10, 1.5e-7
27, 5, 6, 10, 2.2e-7
27, 6, 6, 8, 7.13e-6
27, 6, 6, 10, 7.6e-7
27, 7, 7, 8, 6.5e-7
27, 7, 7, 9, 5.89e-6
27, 7, 7, 10, 2.5e-7
28, 1, 3, 4, 0.0
28, 1, 5, 6, 1.6e-6
28, 1, 5, 7, 3.85e-6
28, 1, 7, 8, 1.31e-6
28, 1, 7, 9, 1.2e-5
28, 1, 6, 8, 7.2e-6
28, 1, 7, 10, 6.1e-7
28, 1, 6, 10, 8.5e-7
28, 1, 2, 3, 5.08e-6
28, 1, 2, 4, 2.203e-5
28, 1, 4, 5, 0.00393229
28, 1, 3, 5, 0.00210016
28, 1, 4, 6, 6.5e-6
28, 1, 4, 7, 6.31e-6
28, 1, 3, 7, 6.42e-6
28, 1, 4, 8, 0.00024241
28, 1, 4, 9, 0.00263893
28, 1, 4, 10, 9.032e-5
28, 1, 3, 8, 0.00143979
28, 1, 3, 10, 4.991e-5
28, 1, 2, 6, 0.00014951
28, 1, 2, 7, 0.00022887
28, 1, 2, 8, 5.4e-7
28, 1, 2, 9, 7.0e-7
28, 1, 1, 3, 0.12105999
28, 1, 1, 4, 0.23641897
28, 1, 1, 6, 0.014805
28, 1, 1, 7, 0.0290299
28, 1, 1, 8, 1.269e-5
28, 1, 1, 9, 1.844e-5
28, 2, 3, 4, 0.0
28, 2, 5, 6, 2.31e-6
28, 2, 5, 7, 5.57e-6
28, 2, 7, 8, 1.11e-6
28, 2, 7, 9, 1.018e-5
28, 2, 6, 8, 5.86e-6
28, 2, 7, 10, 5.2e-7
28, 2, 6, 10, 6.9e-7
28, 2, 2, 3, 2.148e-5
28, 2, 2, 4, 9.316e-5
28, 2, 4, 5, 0.00247128
28, 2, 3, 5, 0.00108856
28, 2, 4, 6, 4.08e-6
28, 2, 4, 7, 3.96e-6
28, 2, 3, 7, 3.33e-6
28, 2, 4, 8, 0.00015235
28, 2, 4, 9, 0.00165846
28, 2, 4, 10, 5.677e-5
28, 2, 3, 8, 0.00074627
28, 2, 3, 10, 2.587e-5
28, 2, 2, 6, 0.00063214
28, 2, 2, 7, 0.0009677
28, 2, 2, 8, 2.27e-6
28, 2, 2, 9, 2.98e-6
28, 3, 3, 4, 0.0
28, 3, 5, 6, 7.2e-7
28, 3, 5, 7, 1.75e-6
28, 3, 7, 8, 4.5e-7
28, 3, 7, 9, 4.12e-6
28, 3, 6, 8, 8.0e-6
28, 3, 7, 10, 2.1e-7
28, 3, 6, 10, 9.4e-7
28, 3, 4, 5, 5.824e-5
28, 3, 3, 5, 0.00455671
28, 3, 4, 6, 1.0e-7
28, 3, 4, 7, 9.0e-8
28, 3, 3, 7, 1.394e-5
28, 3, 4, 8, 3.59e-6
28, 3, 4, 9, 3.908e-5
28, 3, 4, 10, 1.34e-6
28, 3, 3, 8, 0.00312391
28, 3, 3, 10, 0.0001083
28, 4, 5, 6, 7.2e-7
28, 4, 5, 7, 1.73e-6
28, 4, 7, 8, 9.6e-7
28, 4, 7, 9, 8.75e-6
28, 4, 6, 8, 2.43e-6
28, 4, 7, 10, 4.5e-7
28, 4, 6, 10, 2.9e-7
28, 4, 4, 5, 0.00426136
28, 4, 4, 6, 7.04e-6
28, 4, 4, 7, 6.84e-6
28, 4, 4, 8, 0.0002627
28, 4, 4, 9, 0.00285977
28, 4, 4, 10, 9.788e-5
28, 5, 5, 6, 6.76e-6
28, 5, 5, 7, 1.631e-5
28, 5, 7, 8, 6.6e-7
28, 5, 7, 9, 6.02e-6
28, 5, 6, 8, 3.35e-6
28, 5, 7, 10, 3.1e-7
28, 5, 6, 10, 3.9e-7
28, 6, 6, 8, 1.203e-5
28, 6, 6, 10, 1.41e-6
28, 7, 7, 8, 1.09e-6
28, 7, 7, 9, 1.001e-5
28, 7, 7, 10, 5.1e-7
29, 1, 3, 4, 0.0
29, 1, 5, 6, 1.72e-6
29, 1, 5, 7, 4.22e-6
29, 1, 7, 8, 1.89e-6
29, 1, 7, 9, 1.725e-5
29, 1, 6, 8, 1.038e-5
29, 1, 7, 10, 1.03e-6
29, 1, 6, 10, 1.27e-6
29, 1, 2, 3, 4.3e-6
29, 1, 2, 4, 1.958e-5
29, 1, 4, 5, 0.00391169
29, 1, 3, 5, 0.00211139
29, 1, 4, 6, 7.4e-6
29, 1, 4, 7, 7.17e-6
29, 1, 3, 7, 7.37e-6
29, 1, 4, 8, 0.00033445
29, 1, 4, 9, 0.00358159
29, 1, 4, 10, 9.575e-5
29, 1, 3, 8, 0.00200886
29, 1, 3, 10, 5.482e-5
29, 1, 2, 6, 0.00015458
29, 1, 2, 7, 0.00023921
29, 1, 2, 8, 5.8e-7
29, 1, 2, 9, 7.7e-7
29, 1, 1, 3, 0.13111898
29, 1, 1, 4, 0.25566796
29, 1, 1, 6, 0.0158899
29, 1, 1, 7, 0.03109079
29, 1, 1, 8, 1.794e-5
29, 1, 1, 9, 2.593e-5
29, 2, 3, 4, 0.0
29, 2, 5, 6, 2.61e-6
29, 2, 5, 7, 6.41e-6
29, 2, 7, 8, 1.64e-6
29, 2, 7, 9, 1.503e-5
29, 2, 6, 8, 8.71e-6
29, 2, 7, 10, 9.0e-7
29, 2, 6, 10, 1.06e-6
29, 2, 2, 3, 1.915e-5
29, 2, 2, 4, 8.718e-5
29, 2, 4, 5, 0.00249153
29, 2, 3, 5, 0.00111833
29, 2, 4, 6, 4.71e-6
29, 2, 4, 7, 4.56e-6
29, 2, 3, 7, 3.9e-6
29, 2, 4, 8, 0.00021303
29, 2, 4, 9, 0.00228127
29, 2, 4, 10, 6.099e-5
29, 2, 3, 8, 0.00106402
29, 2, 3, 10, 2.904e-5
29, 2, 2, 6, 0.00068836
29, 2, 2, 7, 0.0010652
29, 2, 2, 8, 2.6e-6
29, 2, 2, 9, 3.42e-6
29, 3, 3, 4, 0.0
29, 3, 5, 6, 7.8e-7
29, 3, 5, 7, 1.91e-6
29, 3, 7, 8, 6.5e-7
29, 3, 7, 9, 5.96e-6
29, 3, 6, 8, 1.17e-5
29, 3, 7, 10, 3.6e-7
29, 3, 6, 10, 1.43e-6
29, 3, 4, 5, 3.882e-5
29, 3, 3, 5, 0.00465603
29, 3, 4, 6, 7.0e-8
29, 3, 4, 7, 7.0e-8
29, 3, 3, 7, 1.625e-5
29, 3, 4, 8, 3.32e-6
29, 3, 4, 9, 3.554e-5
29, 3, 4, 10, 9.5e-7
29, 3, 3, 8, 0.00442993
29, 3, 3, 10, 0.00012089
29, 4, 5, 6, 7.7e-7
29, 4, 5, 7, 1.89e-6
29, 4, 7, 8, 1.39e-6
29, 4, 7, 9, 1.273e-5
29, 4, 6, 8, 3.52e-6
29, 4, 7, 10, 7.6e-7
29, 4, 6, 10, 4.3e-7
29, 4, 4, 5, 0.00433818
29, 4, 4, 6, 8.2e-6
29, 4, 4, 7, 7.95e-6
29, 4, 4, 8, 0.00037092
29, 4, 4, 9, 0.00397209
29, 4, 4, 10, 0.00010619
29, 5, 5, 6, 8.18e-6
29, 5, 5, 7, 2.006e-5
29, 5, 7, 8, 1.03e-6
29, 5, 7, 9, 9.46e-6
29, 5, 6, 8, 5.22e-6
29, 5, 7, 10, 5.7e-7
29, 5, 6, 10, 6.4e-7
29, 6, 6, 8, 1.915e-5
29, 6, 6, 10, 2.34e-6
29, 7, 7, 8, 1.75e-6
29, 7, 7, 9, 1.597e-5
29, 7, 7, 10, 9.6e-7
30, 1, 3, 4, 0.0
30, 1, 5, 6, 1.87e-6
30, 1, 5, 7, 4.68e-6
30, 1, 7, 8, 2.65e-6
30, 1, 7, 9, 2.436e-5
30, 1, 6, 8, 1.459e-5
30, 1, 7, 10, 1.84e-6
30, 1, 6, 10, 1.96e-6
30, 1, 2, 3, 3.7e-6
30, 1, 2, 4, 1.764e-5
30, 1, 4, 5, 0.00384754
30, 1, 3, 5, 0.00204848
30, 1, 4, 6, 8.15e-6
30, 1, 4, 7, 7.88e-6
30, 1, 3, 7, 8.03e-6
30, 1, 4, 8, 0.00043901
30, 1, 4, 9, 0.00465259
30, 1, 4, 10, 0.0001002
30, 1, 3, 8, 0.00260879
30, 1, 3, 10, 5.793e-5
30, 1, 2, 6, 0.00015691
30, 1, 2, 7, 0.00024962
30, 1, 2, 8, 6.2e-7
30, 1, 2, 9, 8.3e-7
30, 1, 1, 3, 0.14061999
30, 1, 1, 4, 0.27380898
30, 1, 1, 6, 0.017389
30, 1, 1, 7, 0.0339969
30, 1, 1, 8, 2.351e-5
30, 1, 1, 9, 3.399e-5
30, 2, 3, 4, 0.0
30, 2, 5, 6, 2.93e-6
30, 2, 5, 7, 7.33e-6
30, 2, 7, 8, 2.36e-6
30, 2, 7, 9, 2.164e-5
30, 2, 6, 8, 1.25e-5
30, 2, 7, 10, 1.64e-6
30, 2, 6, 10, 1.68e-6
30, 2, 2, 3, 1.74e-5
30, 2, 2, 4, 8.304e-5
30, 2, 4, 5, 0.00249776
30, 2, 3, 5, 0.00111006
30, 2, 4, 6, 5.29e-6
30, 2, 4, 7, 5.12e-6
30, 2, 3, 7, 4.35e-6
30, 2, 4, 8, 0.000285
30, 2, 4, 9, 0.00302039
30, 2, 4, 10, 6.505e-5
30, 2, 3, 8, 0.00141368
30, 2, 3, 10, 3.139e-5
30, 2, 2, 6, 0.00073862
30, 2, 2, 7, 0.00117501
30, 2, 2, 8, 2.9e-6
30, 2, 2, 9, 3.92e-6
30, 3, 3, 4, 0.0
30, 3, 5, 6, 8.7e-7
30, 3, 5, 7, 2.19e-6
30, 3, 7, 8, 9.4e-7
30, 3, 7, 9, 8.67e-6
30, 3, 6, 8, 1.679e-5
30, 3, 7, 10, 6.6e-7
30, 3, 6, 10, 2.26e-6
30, 3, 4, 5, 8.332e-5
30, 3, 3, 5, 0.00461199
30, 3, 4, 6, 1.8e-7
30, 3, 4, 7, 1.7e-7
30, 3, 3, 7, 1.808e-5
30, 3, 4, 8, 9.51e-6
30, 3, 4, 9, 0.00010075
30, 3, 4, 10, 2.17e-6
30, 3, 3, 8, 0.00587348
30, 3, 3, 10, 0.00013042
30, 4, 5, 6, 8.6e-7
30, 4, 5, 7, 2.15e-6
30, 4, 7, 8, 1.99e-6
30, 4, 7, 9, 1.828e-5
30, 4, 6, 8, 5.01e-6
30, 4, 7, 10, 1.38e-6
30, 4, 6, 10, 6.7e-7
30, 4, 4, 5, 0.00434963
30, 4, 4, 6, 9.22e-6
30, 4, 4, 7, 8.91e-6
30, 4, 4, 8, 0.0004963
30, 4, 4, 9, 0.00525973
30, 4, 4, 10, 0.00011328
30, 5, 5, 6, 9.75e-6
30, 5, 5, 7, 2.441e-5
30, 5, 7, 8, 1.53e-6
30, 5, 7, 9, 1.402e-5
30, 5, 6, 8, 7.64e-6
30, 5, 7, 10, 1.06e-6
30, 5, 6, 10, 1.03e-6
30, 6, 6, 8, 2.881e-5
30, 6, 6, 10, 3.88e-6
30, 7, 7, 8, 2.62e-6
30, 7, 7, 9, 2.41e-5
30, 7, 7, 10, 1.82e-6
31, 1, 8, 11, 1.0e-8
31, 1, 8, 12, 0.0
31, 1, 3, 4, 0.0
31, 1, 5, 6, 1.77e-6
31, 1, 5, 7, 4.53e-6
31, 1, 7, 8, 3.56e-6
31, 1, 7, 9, 3.283e-5
31, 1, 6, 8, 1.984e-5
31, 1, 7, 10, 3.13e-6
31, 1, 6, 10, 2.88e-6
31, 1, 2, 3, 3.22e-6
31, 1, 5, 11, 9.0e-8
31, 1, 5, 12, 1.4e-7
31, 1, 2, 4, 1.618e-5
31, 1, 4, 5, 0.00371061
31, 1, 3, 5, 0.00195443
31, 1, 4, 6, 8.7e-6
31, 1, 4, 7, 8.39e-6
31, 1, 3, 7, 8.65e-6
31, 1, 4, 8, 0.00055727
31, 1, 4, 9, 0.00579157
31, 1, 4, 10, 0.00010311
31, 1, 4, 11, 1.0e-8
31, 1, 4, 12, 1.0e-8
31, 1, 3, 8, 0.00332175
31, 1, 3, 10, 6.066e-5
31, 1, 3, 12, 1.0e-8
31, 1, 2, 6, 0.00015965
31, 1, 2, 7, 0.00025775
31, 1, 2, 8, 6.5e-7
31, 1, 2, 9, 9.1e-7
31, 1, 2, 11, 9.9e-7
31, 1, 2, 12, 1.76e-6
31, 1, 1, 3, 0.14977991
31, 1, 1, 4, 0.29119982
31, 1, 1, 6, 0.01892999
31, 1, 1, 7, 0.03698898
31, 1, 1, 8, 3.009e-5
31, 1, 1, 9, 4.346e-5
31, 1, 1, 11, 0.00010799
31, 1, 1, 12, 0.00020598
31, 2, 8, 11, 1.0e-8
31, 2, 8, 12, 0.0
31, 2, 3, 4, 0.0
31, 2, 5, 6, 2.17e-6
31, 2, 5, 7, 5.57e-6
31, 2, 7, 8, 3.11e-6
31, 2, 7, 9, 2.866e-5
31, 2, 6, 8, 1.744e-5
31, 2, 7, 10, 2.73e-6
31, 2, 6, 10, 2.53e-6
31, 2, 2, 3, 1.606e-5
31, 2, 5, 11, 1.1e-7
31, 2, 5, 12, 1.8e-7
31, 2, 2, 4, 8.076e-5
31, 2, 4, 5, 0.00234585
31, 2, 3, 5, 0.00120128
31, 2, 4, 6, 5.5e-6
31, 2, 4, 7, 5.3e-6
31, 2, 3, 7, 5.32e-6
31, 2, 4, 8, 0.00035231
31, 2, 4, 9, 0.00366144
31, 2, 4, 10, 6.518e-5
31, 2, 4, 11, 0.0
31, 2, 4, 12, 0.0
31, 2, 3, 8, 0.0020417
31, 2, 3, 10, 3.729e-5
31, 2, 3, 12, 0.0
31, 2, 2, 6, 0.00079676
31, 2, 2, 7, 0.00128631
31, 2, 2, 8, 3.25e-6
31, 2, 2, 9, 4.52e-6
31, 2, 2, 11, 4.92e-6
31, 2, 2, 12, 8.8e-6
31, 3, 8, 11, 1.0e-8
31, 3, 8, 12, 0.0
31, 3, 3, 4, 0.0
31, 3, 5, 6, 9.5e-7
31, 3, 5, 7, 2.43e-6
31, 3, 7, 8, 1.32e-6
31, 3, 7, 9, 1.222e-5
31, 3, 6, 8, 2.326e-5
31, 3, 7, 10, 1.17e-6
31, 3, 6, 10, 3.37e-6
31, 3, 5, 11, 5.0e-8
31, 3, 5, 12, 8.0e-8
31, 3, 4, 5, 0.00013705
31, 3, 3, 5, 0.00443283
31, 3, 4, 6, 3.2e-7
31, 3, 4, 7, 3.1e-7
31, 3, 3, 7, 1.963e-5
31, 3, 4, 8, 2.058e-5
31, 3, 4, 9, 0.00021392
31, 3, 4, 10, 3.81e-6
31, 3, 4, 11, 0.0
31, 3, 4, 12, 0.0
31, 3, 3, 8, 0.00753404
31, 3, 3, 10, 0.00013759
31, 3, 3, 12, 1.0e-8
31, 4, 8, 11, 1.0e-8
31, 4, 8, 12, 0.0
31, 4, 5, 6, 9.2e-7
31, 4, 5, 7, 2.36e-6
31, 4, 7, 8, 2.73e-6
31, 4, 7, 9, 2.522e-5
31, 4, 6, 8, 6.89e-6
31, 4, 7, 10, 2.41e-6
31, 4, 6, 10, 1.0e-6
31, 4, 5, 11, 5.0e-8
31, 4, 5, 12, 8.0e-8
31, 4, 4, 5, 0.00430092
31, 4, 4, 6, 1.008e-5
31, 4, 4, 7, 9.73e-6
31, 4, 4, 8, 0.00064592
31, 4, 4, 9, 0.00671294
31, 4, 4, 10, 0.00011951
31, 4, 4, 11, 1.0e-8
31, 4, 4, 12, 1.0e-8
31, 5, 8, 11, 0.0
31, 5, 8, 12, 0.0
31, 5, 5, 6, 1.118e-5
31, 5, 5, 7, 2.864e-5
31, 5, 7, 8, 2.14e-6
31, 5, 7, 9, 1.969e-5
31, 5, 6, 8, 1.062e-5
31, 5, 7, 10, 1.88e-6
31, 5, 6, 10, 1.54e-6
31, 5, 5, 11, 5.9e-7
31, 5, 5, 12, 9.1e-7
31, 6, 8, 11, 1.0e-8
31, 6, 8, 12, 0.0
31, 6, 6, 8, 4.169e-5
31, 6, 6, 10, 6.05e-6
31, 7, 8, 11, 0.0
31, 7, 8, 12, 0.0
31, 7, 7, 8, 3.77e-6
31, 7, 7, 9, 3.48e-5
31, 7, 7, 10, 3.32e-6
31, 8, 8, 11, 1.0e-8
31, 8, 8, 12, 0.0
32, 1, 9, 12, 2.0e-7
32, 1, 8, 11, 1.3e-7
32, 1, 8, 12, 3.0e-8
32, 1, 3, 4, 0.0
32, 1, 5, 6, 1.81e-6
32, 1, 5, 7, 4.75e-6
32, 1, 7, 8, 4.68e-6
32, 1, 7, 9, 4.33e-5
32, 1, 6, 8, 2.585e-5
32, 1, 7, 10, 5.09e-6
32, 1, 6, 10, 3.96e-6
32, 1, 2, 3, 2.86e-6
32, 1, 5, 11, 3.4e-7
32, 1, 5, 12, 5.3e-7
32, 1, 2, 4, 1.502e-5
32, 1, 4, 5, 0.00359239
32, 1, 3, 5, 0.00180234
32, 1, 4, 6, 9.28e-6
32, 1, 4, 7, 8.94e-6
32, 1, 3, 7, 8.86e-6
32, 1, 4, 8, 0.00068582
32, 1, 4, 9, 0.00708126
32, 1, 4, 10, 0.00010629
32, 1, 4, 11, 2.0e-8
32, 1, 4, 12, 2.0e-8
32, 1, 3, 8, 0.00399097
32, 1, 3, 10, 6.177e-5
32, 1, 3, 12, 2.0e-8
32, 1, 2, 6, 0.00015955
32, 1, 2, 7, 0.00026838
32, 1, 2, 8, 6.9e-7
32, 1, 2, 9, 1.0e-6
32, 1, 2, 11, 2.8e-6
32, 1, 2, 12, 5.0e-6
32, 1, 1, 3, 0.15853902
32, 1, 1, 4, 0.30769904
32, 1, 1, 6, 0.0204929
32, 1, 1, 7, 0.04003781
32, 1, 1, 8, 3.763e-5
32, 1, 1, 9, 5.428e-5
32, 1, 1, 11, 0.00033423
32, 1, 1, 12, 0.0006409
32, 2, 9, 12, 1.8e-7
32, 2, 8, 11, 1.3e-7
32, 2, 8, 12, 2.0e-8
32, 2, 3, 4, 0.0
32, 2, 5, 6, 2.32e-6
32, 2, 5, 7, 6.08e-6
32, 2, 7, 8, 4.24e-6
32, 2, 7, 9, 3.921e-5
32, 2, 6, 8, 2.191e-5
32, 2, 7, 10, 4.61e-6
32, 2, 6, 10, 3.36e-6
32, 2, 2, 3, 1.514e-5
32, 2, 5, 11, 4.3e-7
32, 2, 5, 12, 6.8e-7
32, 2, 2, 4, 7.965e-5
32, 2, 4, 5, 0.00239073
32, 2, 3, 5, 0.00106044
32, 2, 4, 6, 6.18e-6
32, 2, 4, 7, 5.95e-6
32, 2, 3, 7, 5.21e-6
32, 2, 4, 8, 0.00045642
32, 2, 4, 9, 0.00471258
32, 2, 4, 10, 7.073e-5
32, 2, 4, 11, 1.0e-8
32, 2, 4, 12, 1.0e-8
32, 2, 3, 8, 0.00234816
32, 2, 3, 10, 3.634e-5
32, 2, 3, 12, 1.0e-8
32, 2, 2, 6, 0.00084587
32, 2, 2, 7, 0.0014228
32, 2, 2, 8, 3.68e-6
32, 2, 2, 9, 5.3e-6
32, 2, 2, 11, 1.483e-5
32, 2, 2, 12, 2.652e-5
32, 3, 9, 12, 1.1e-7
32, 3, 8, 11, 1.1e-7
32, 3, 8, 12, 2.0e-8
32, 3, 3, 4, 0.0
32, 3, 5, 6, 9.9e-7
32, 3, 5, 7, 2.61e-6
32, 3, 7, 8, 1.79e-6
32, 3, 7, 9, 1.66e-5
32, 3, 6, 8, 3.124e-5
32, 3, 7, 10, 1.95e-6
32, 3, 6, 10, 4.79e-6
32, 3, 5, 11, 1.9e-7
32, 3, 5, 12, 2.9e-7
32, 3, 4, 5, 0.00018945
32, 3, 3, 5, 0.00421451
32, 3, 4, 6, 4.9e-7
32, 3, 4, 7, 4.7e-7
32, 3, 3, 7, 2.072e-5
32, 3, 4, 8, 3.617e-5
32, 3, 4, 9, 0.00037345
32, 3, 4, 10, 5.61e-6
32, 3, 4, 11, 0.0
32, 3, 4, 12, 0.0
32, 3, 3, 8, 0.00933232
32, 3, 3, 10, 0.00014444
32, 3, 3, 12, 5.0e-8
32, 4, 9, 12, 1.4e-7
